# uniform1 uniform2 gaussian1 gaussian2
  0.262236 0.742845 -0.807558 1.637127
  0.066203 0.266287 0.522127 -0.093883
  0.476272 0.679234 0.520035 0.041008
  0.007431 0.641950 0.505554 0.013503
  0.819823 0.132449 1.032273 -1.029456
  0.585502 0.280436 0.402937 -0.739963
  0.414676 0.532049 0.005970 0.854551
  0.983865 0.645610 -1.142485 1.353186
  0.217201 0.801990 1.232639 0.048001
  0.499021 0.946109 -0.581462 0.943490
  0.619806 0.779810 -2.994427 -1.238038
  0.910188 0.671985 -0.748257 -0.901716
  0.694588 0.875590 -0.931892 -0.379969
  0.385385 0.534537 -0.180080 -0.562522
  0.898001 0.472068 -0.833308 0.612752
  0.928613 0.788495 -0.673978 1.681475
  0.327963 0.430968 0.285165 -0.876471
  0.720071 0.206887 -1.395198 0.526514
  0.368831 0.574022 0.184763 0.420936
  0.778380 0.968163 -0.598848 -0.346820
  0.237173 0.502111 1.239213 0.093084
  0.119942 0.517370 1.896096 0.060581
  0.721897 0.782597 -1.810945 1.032284
  0.271534 0.394425 0.698716 -0.248336
  0.201708 0.174489 -0.339918 -1.220956
  0.849007 0.117836 0.488876 -1.054871
  0.499227 0.320861 -0.087240 -1.858904
  0.861621 0.619369 0.475088 -1.082657
  0.514903 0.475065 0.430490 -0.728333
  0.321998 0.273007 -0.288921 -0.846615
  0.035761 0.704492 1.061431 -0.326684
  0.068407 0.386078 -0.701909 -0.119630
  0.493509 0.920724 -0.169392 -1.119977
  0.842347 0.994513 0.725279 -0.168594
  0.520596 0.538158 1.288795 0.129720
  0.872571 0.480203 1.463104 1.084889
  0.068315 0.114836 1.293571 1.417300
  0.685143 0.836270 0.296434 -0.329470
  0.216345 0.362434 1.447465 -0.173067
  0.136472 0.200724 0.676915 1.015848
  0.085083 0.800016 0.352882 0.709431
  0.068876 0.503767 0.391311 -0.858344
  0.324841 0.517368 1.546396 -0.103179
  0.499238 0.013975 -0.889963 1.628950
  0.834406 0.266941 -0.690714 0.579134
  0.132730 0.944651 1.439230 -1.335708
  0.055880 0.785327 -0.553375 -0.042464
  0.777255 0.508949 2.480181 0.210699
  0.569949 0.064080 -0.503028 1.519177
  0.919585 0.922307 -0.999368 -1.243022
  0.671917 0.376794 -1.196561 1.368306
  0.802819 0.937344 -0.602986 -0.751962
  0.754038 0.275436 0.423332 0.706732
  0.211079 0.537632 -1.101455 0.952099
  0.234683 0.056263 0.615606 0.646918
  0.289298 0.100744 0.160004 1.695178
  0.821328 0.059000 0.545039 -0.278672
  0.573314 0.770593 -0.754241 0.498608
  0.373150 0.986935 2.739796 -0.054390
  0.656518 0.371224 1.440350 0.491599
  0.369475 0.417181 -0.509538 0.056523
  0.379938 0.886843 0.725549 -0.773103
  0.271606 0.885506 1.168658 1.262512
  0.835406 0.600143 -0.089880 -0.031223
  0.571844 0.695281 0.356384 -0.119953
  0.056626 0.435410 -1.484632 0.106326
  0.887720 0.705457 1.579262 0.240593
  0.054565 0.765256 -0.641768 -2.142542
  0.643522 0.372290 0.702394 -1.081805
  0.590005 0.457810 0.233145 1.550814
  0.752651 0.639389 -0.714312 -0.680581
  0.578000 0.834694 -1.232578 -0.059842
  0.679897 0.650458 0.452100 0.013098
  0.174355 0.749378 0.521500 -0.931650
  0.209301 0.644352 -1.793895 0.519072
  0.702085 0.029293 0.045509 -1.081931
  0.388926 0.032903 1.316428 -0.700220
  0.823084 0.977795 0.830006 -0.830904
  0.483105 0.447601 0.316312 0.011754
  0.622181 0.846010 0.129059 0.393673
  0.631075 0.883959 -0.069947 1.467403
  0.121860 0.127550 1.330581 -1.225580
  0.728707 0.986628 0.466316 0.522265
  0.363527 0.010533 0.281692 -0.584025
  0.114779 0.687417 0.026504 1.791887
  0.561454 0.768928 0.821154 -0.807686
  0.539066 0.014821 0.646838 0.487557
  0.216629 0.367374 -1.483955 -0.760745
  0.215230 0.743800 -1.036897 -1.523213
  0.466696 0.346649 1.109117 2.026371
  0.447883 0.171175 1.344081 -0.370212
  0.560873 0.058938 1.147841 0.378822
  0.275501 0.753045 0.308055 0.196815
  0.198088 0.457531 0.596869 0.817870
  0.237049 0.547528 0.784718 0.608625
  0.627582 0.178553 -0.301295 0.016976
  0.817021 0.903913 -0.377386 0.410208
  0.952087 0.954209 -0.137058 -0.153014
  0.543727 0.597792 0.337010 0.621494
  0.855445 0.258885 0.269412 -0.902736
  0.766834 0.167456 -0.963074 -0.181972
  0.737838 0.682261 -0.733399 -1.209406
  0.829038 0.801891 -0.174238 -0.006831
  0.759867 0.440728 0.625703 1.670289
  0.144852 0.280621 -0.048747 0.226956
  0.212278 0.895647 -1.585586 -0.253487
  0.179726 0.848475 -0.316903 0.536552
  0.870894 0.308902 -1.401015 1.313319
  0.169356 0.403737 0.099844 -0.686080
  0.662479 0.861489 -0.244380 0.008638
  0.914403 0.794749 -0.066053 0.851106
  0.258382 0.683143 0.014989 -0.477911
  0.735828 0.711651 -0.511690 0.391647
  0.758082 0.272300 -0.595032 1.498989
  0.474712 0.585883 1.115653 1.211235
  0.851597 0.786558 0.857539 -1.814977
  0.899049 0.556731 0.966964 -1.338751
  0.231122 0.320424 -0.716874 -0.653720
  0.282527 0.805721 -0.993925 -1.197282
  0.981103 0.488327 0.400932 0.882864
  0.129874 0.978217 -0.945659 0.512056
  0.217134 0.905041 0.447043 -0.408028
  0.358275 0.901453 -0.430832 0.814329
  0.651087 0.277110 0.412097 0.474232
  0.941980 0.211206 -0.461224 0.648586
  0.256305 0.273229 -0.256756 -0.102728
  0.311573 0.131855 0.304007 0.122953
  0.061886 0.978974 1.225446 1.255273
  0.580795 0.123446 0.138434 -0.251295
  0.405861 0.718569 -1.026581 -1.660875
  0.002521 0.122006 1.159398 -0.068437
  0.800255 0.628192 0.055545 0.277326
  0.980093 0.446150 -0.793064 -0.246072
  0.621506 0.224621 1.327896 0.556904
  0.251955 0.458059 -1.656734 -1.187146
  0.405632 0.156631 1.737200 -0.747090
  0.205176 0.828402 -1.419343 0.646304
  0.135814 0.355531 0.229802 1.025479
  0.401496 0.844413 0.336598 -0.343799
  0.966947 0.351918 -0.500197 0.597327
  0.244282 0.275590 -0.551570 0.013598
  0.647162 0.181149 1.027962 0.219194
  0.036280 0.736935 0.182063 1.525360
  0.006254 0.226272 0.115570 0.384810
  0.309907 0.172427 0.419179 -0.748340
  0.701830 0.479621 0.072353 -0.774734
  0.603058 0.047507 -0.118723 -1.142357
  0.473146 0.740026 0.995978 0.360099
  0.463894 0.160395 -0.745185 0.706242
  0.524529 0.691356 -0.179270 2.375102
  0.828244 0.028130 0.862769 0.765652
  0.570295 0.558917 -0.127231 1.142678
  0.864044 0.803013 1.492896 -0.561957
  0.359753 0.502017 -1.162046 -0.142110
  0.850389 0.915869 0.277610 -0.716799
  0.643057 0.572487 0.855220 -1.702346
  0.953954 0.416595 1.689609 0.872827
  0.387883 0.153501 -0.772750 -1.043868
  0.091300 0.929765 -1.301145 1.995235
  0.498657 0.116627 1.697888 -0.086361
  0.295802 0.257364 -0.892773 -0.455922
  0.133403 0.795203 0.076652 -0.580658
  0.535887 0.726218 -1.394964 -1.032969
  0.038971 0.412683 2.182909 -2.409541
  0.579486 0.712814 0.410841 -1.106451
  0.550668 0.337816 -0.962883 1.489475
  0.383680 0.578123 -0.783805 1.080077
  0.573896 0.068467 -1.555148 -0.793795
  0.419824 0.899988 -0.315812 0.211874
  0.387809 0.152893 -2.039572 1.408639
  0.285680 0.832802 -0.128744 0.727397
  0.249966 0.383385 -1.122856 0.355762
  0.386575 0.679732 -0.753552 -1.900311
  0.030896 0.597919 0.527575 -0.538383
  0.685655 0.136177 2.513405 -0.614489
  0.554146 0.061823 -0.888245 1.245278
  0.103166 0.114240 -1.254863 -2.555451
  0.472967 0.096325 -0.747421 -0.684230
  0.474019 0.831331 -0.214381 1.689862
  0.192936 0.532468 -0.579966 -0.026028
  0.090425 0.447797 0.502384 -2.713902
  0.519446 0.019781 -1.166644 -1.246188
  0.277212 0.739115 0.328162 0.619179
  0.444161 0.615283 -0.765033 0.220237
  0.110108 0.024170 0.289538 -0.653468
  0.251767 0.342820 1.121278 -1.240021
  0.403899 0.913008 1.142038 1.165428
  0.387340 0.370343 0.314610 -0.043676
  0.954458 0.173096 -0.237398 -0.275476
  0.549167 0.459982 2.311795 -0.837323
  0.038580 0.159567 0.727421 1.180619
  0.327558 0.744786 -0.211061 0.844839
  0.782693 0.111226 -0.669969 -1.998465
  0.202577 0.428211 -0.171280 -0.804115
  0.596904 0.115550 -1.083405 0.048735
  0.850648 0.922124 -0.075648 -2.071878
  0.395048 0.060553 0.104486 0.174058
  0.086458 0.453049 0.776402 -1.277880
  0.693882 0.764582 0.808068 -1.146033
  0.605091 0.384530 -1.949151 0.538731
  0.848208 0.704781 0.678169 -0.077755
  0.899778 0.818537 0.629238 0.430338
  0.506178 0.326408 -0.663412 -0.388922
  0.659398 0.544955 0.500665 1.042622
  0.731008 0.695302 -1.048553 -2.035973
  0.278652 0.433813 -0.168545 1.990973
  0.600287 0.608312 0.210340 0.694729
  0.177831 0.443311 -0.806323 -0.245191
  0.431764 0.129257 -0.606184 0.338215
  0.291579 0.360881 -3.223861 -0.380710
  0.916212 0.304114 0.091800 0.678330
  0.372375 0.134142 2.231714 0.189083
  0.219610 0.726764 -0.198647 -1.642801
  0.070569 0.928764 -0.862285 1.817615
  0.734254 0.054832 -1.151558 0.900879
  0.478245 0.044265 1.432513 -0.146282
  0.344679 0.236549 -0.258467 1.015701
  0.678151 0.532342 -0.819737 0.654319
  0.430087 0.319047 1.765182 1.411727
  0.793412 0.389218 0.782520 -1.185724
  0.676628 0.024460 0.191565 1.652133
  0.394588 0.211288 -2.801114 -1.072701
  0.574766 0.504429 -0.159072 1.064895
  0.590069 0.307155 1.792456 -0.288925
  0.119010 0.401116 0.372866 1.159500
  0.145795 0.338140 -0.713842 0.309161
  0.494816 0.564952 -0.963508 -0.267794
  0.931902 0.271190 -0.772079 1.316686
  0.715078 0.848754 0.341424 1.638063
  0.131354 0.356552 -0.961163 -0.552090
  0.869516 0.924917 0.840854 -1.033054
  0.257364 0.188379 0.865013 0.892208
  0.305169 0.758557 -0.070328 -0.923793
  0.300249 0.572863 0.010717 0.321876
  0.929866 0.951613 -0.300889 -1.290489
  0.126332 0.367516 -0.309045 -0.565661
  0.186160 0.003937 0.661474 0.190849
  0.334586 0.318988 -0.944459 0.091515
  0.143437 0.442123 -2.306653 -0.403275
  0.407797 0.586825 1.270353 -0.335208
  0.507157 0.026041 0.074950 1.394213
  0.279864 0.618429 -0.368885 -1.112717
  0.488668 0.498420 1.591901 0.063507
  0.927810 0.788511 0.825422 -0.263747
  0.200653 0.599146 -1.246273 1.810606
  0.425990 0.642705 0.673896 0.213230
  0.885376 0.772102 -0.599228 0.426288
  0.837022 0.634256 -0.393666 0.598749
  0.730406 0.982795 0.186531 -0.180139
  0.748698 0.067208 -0.376082 -0.678995
  0.207734 0.177785 -1.032139 -0.235391
  0.843252 0.503702 0.681853 -0.377605
  0.446087 0.378350 -0.887033 2.267192
  0.424087 0.028685 -1.252720 0.754604
  0.797966 0.954783 0.133348 1.377479
  0.272324 0.378223 -0.946350 0.625580
  0.157723 0.408011 -0.849406 0.963970
  0.705167 0.273106 0.110294 -0.166106
  0.185418 0.892667 1.389562 -0.968018
  0.410048 0.923896 -0.709383 0.271805
  0.758016 0.091431 0.511884 1.165008
  0.892810 0.824255 -0.373379 0.065027
  0.239152 0.613384 0.388170 0.733947
  0.891669 0.581676 -1.694969 0.244138
  0.854455 0.091298 0.632347 1.224440
  0.458300 0.174317 -1.497598 -0.452432
  0.061256 0.845275 -0.729511 0.739646
  0.843096 0.786163 -0.982116 -0.840411
  0.844601 0.974854 0.197748 0.971442
  0.092850 0.270426 -0.204209 -0.410943
  0.172211 0.211424 -1.502537 -0.525489
  0.753018 0.925025 -1.102516 0.544634
  0.861544 0.724921 1.801645 0.529473
  0.996724 0.395355 -0.623063 -1.679904
  0.326628 0.077143 0.333458 0.615232
  0.522009 0.639061 0.502143 0.923332
  0.428391 0.566322 -0.244116 1.274027
  0.455185 0.255204 1.118189 -1.568050
  0.644237 0.503235 0.254972 0.013916
  0.274215 0.466202 -1.062149 -0.428427
  0.966856 0.762104 0.560001 0.291486
  0.195227 0.964959 1.215540 0.336228
  0.017826 0.464623 0.345061 0.163747
  0.132631 0.696989 -1.944328 -0.491075
  0.295260 0.591750 0.807264 0.574593
  0.938407 0.744768 -2.415717 -0.257417
  0.912922 0.091709 0.695564 -2.163103
  0.772758 0.985838 0.623536 -0.042343
  0.014061 0.260962 0.115633 -0.769654
  0.874123 0.562699 0.826297 -1.193946
  0.532842 0.781611 0.280126 -0.232174
  0.887663 0.484913 0.262583 0.874817
  0.859645 0.259469 -0.849735 -1.354458
  0.374035 0.131996 0.735041 -0.433778
  0.209988 0.760213 -0.256907 0.725524
  0.932204 0.998789 0.413372 -0.786619
  0.459877 0.071607 -1.404902 -0.618080
  0.673343 0.342894 0.517390 -0.101798
  0.265740 0.001996 -0.699966 -0.470436
  0.058339 0.154033 -0.251348 0.214183
  0.038504 0.630688 1.449674 1.972369
  0.707919 0.117653 1.136665 -0.378230
  0.489465 0.527353 -1.449140 -0.337242
  0.353097 0.912781 -1.299766 0.276017
  0.905828 0.795357 -0.903482 0.870762
  0.202150 0.073581 0.901075 1.061155
  0.796105 0.779590 -0.301953 -1.415416
  0.000110 0.341137 0.860607 1.784438
  0.437049 0.220599 1.187496 0.675161
  0.395801 0.252322 -0.013741 0.972397
  0.614002 0.147511 -1.002293 -1.877681
  0.517141 0.171579 -0.372888 -0.038527
  0.994656 0.045305 -1.598635 0.192751
  0.274044 0.163895 1.457651 -1.144383
  0.913639 0.601891 -0.181083 -1.465739
  0.915351 0.720709 0.165214 0.462514
  0.704643 0.712765 1.213871 1.689947
  0.607361 0.143750 -0.469171 -1.877764
  0.086224 0.626846 0.079291 -0.286967
  0.616990 0.526174 1.016781 -0.219161
  0.496843 0.622934 1.280295 1.793680
  0.549720 0.145341 -0.706409 1.391340
  0.773307 0.168865 0.655331 1.444871
  0.952167 0.252308 0.342763 0.207486
  0.983363 0.303637 -0.958693 2.073601
  0.834299 0.885564 -0.560856 -0.205301
  0.007980 0.402460 -1.257386 -0.304540
  0.758616 0.029125 -0.516899 -0.445914
  0.537173 0.935806 -0.703974 0.525718
  0.698174 0.972598 -0.360138 -2.084546
  0.942569 0.619201 0.042633 -0.045078
  0.293965 0.546367 -0.792803 0.534925
  0.441830 0.528417 -0.405009 1.329274
  0.966737 0.578657 1.223300 0.748169
  0.156406 0.439416 0.397766 1.516676
  0.684226 0.275617 -0.390122 1.175235
  0.962154 0.156056 -0.717880 0.944091
  0.284847 0.997038 0.038315 -0.399382
  0.408996 0.652155 0.082730 -1.777382
  0.416747 0.036688 -0.056539 1.675806
  0.401784 0.435256 0.489366 0.187660
  0.822456 0.487504 0.534524 1.341687
  0.809694 0.914481 0.988429 -0.510559
  0.128817 0.427335 -1.310394 -1.520441
  0.325791 0.906673 -0.152409 0.081721
  0.867818 0.278545 0.120177 0.136435
  0.160877 0.894340 1.159961 -0.139484
  0.538011 0.867249 -0.489807 2.098127
  0.162878 0.002723 -0.744159 -0.831032
  0.405625 0.279114 -0.354840 -0.587510
  0.644141 0.630143 -0.169595 -1.542578
  0.573872 0.852596 0.331874 -0.799077
  0.786589 0.865953 -0.478323 0.319259
  0.741542 0.266290 0.634915 -0.625058
  0.464194 0.038458 1.777029 -0.942620
  0.135049 0.110883 -0.267930 1.163405
  0.472022 0.814184 0.158026 -0.148384
  0.505552 0.606958 0.565534 -1.500214
  0.501493 0.346416 -1.457723 0.075786
  0.969173 0.653182 -1.303179 -0.580032
  0.948975 0.354307 1.461543 0.164769
  0.679800 0.469775 -1.659091 -1.044824
  0.971954 0.897777 -1.545906 -0.011139
  0.564014 0.302975 1.540259 -1.051316
  0.818367 0.491756 0.010463 -1.160844
  0.901868 0.767703 -1.127018 0.531666
  0.151125 0.777992 -0.791806 -0.279166
